cms_prescription_counts,provider_variables,npi
"{'LEVOFLOXACIN': 20, 'HYDROCHLOROTHIAZIDE': 16, 'MENTAX': 12, 'METFORMIN HCL': 12, 'AMMONIUM LACTATE': 20, 'PRAVASTATIN SODIUM': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 82, 'specialty': 'Foot Surgery', 'years_practicing': 6, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 12}",1508905787
"{'RISPERIDONE': 212, 'CLONAZEPAM': 261, 'TRIHEXYPHENIDYL HCL': 20, 'PERPHENAZINE': 35, 'DIAZEPAM': 14, 'ESCITALOPRAM OXALATE': 36, 'FLUPHENAZINE HCL': 25, 'PRAZOSIN HCL': 21, 'RISPERDAL CONSTA': 87, 'ZIPRASIDONE HCL': 40, 'CARBAMAZEPINE': 17, 'GABAPENTIN': 51, 'DIVALPROEX SODIUM': 59, 'CLOZAPINE': 100, 'AMITRIPTYLINE HCL': 28, 'QUETIAPINE FUMARATE': 224, 'OLANZAPINE': 37, 'BUPROPION HCL SR': 82, 'LEVOTHYROXINE SODIUM': 16, 'LITHIUM CARBONATE': 83, 'DOXEPIN HCL': 36, 'ABILIFY': 107, 'PROPRANOLOL HCL': 37, 'BUSPIRONE HCL': 22, 'HYDROXYZINE PAMOATE': 71, 'FLUOXETINE HCL': 78, 'CARBAMAZEPINE XR': 16, 'PAROXETINE HCL': 69, 'MIRTAZAPINE': 48, 'THIOTHIXENE': 14, 'CYMBALTA': 161, 'INVEGA': 11, 'STRATTERA': 12, 'BENZTROPINE MESYLATE': 145, 'CITALOPRAM HBR': 111, 'TRAZODONE HCL': 198, 'ZOLPIDEM TARTRATE': 56, 'DIVALPROEX SODIUM ER': 141, 'TEMAZEPAM': 16, 'LORAZEPAM': 79, 'OXCARBAZEPINE': 19, 'BUPROPION HCL': 24, 'SERTRALINE HCL': 164, 'HALOPERIDOL': 39, 'VENLAFAXINE HCL ER': 81, 'FLUVOXAMINE MALEATE': 32, 'HYDROXYZINE HCL': 99, 'ALPRAZOLAM': 14, 'VALPROIC ACID': 16, 'LAMOTRIGINE': 126, 'INVEGA SUSTENNA': 73}","{'settlement_type': 'non-urban', 'generic_rx_count': 3112, 'specialty': 'Psych/Mental Health', 'years_practicing': 1, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 451}",1043561624
{'AMOXICILLIN': 21},"{'settlement_type': 'urban', 'generic_rx_count': 21, 'specialty': 'General Practice', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 0}",1841362936
"{'VENTOLIN HFA': 37, 'FLOVENT HFA': 11, 'ATROVENT HFA': 50, 'FLOVENT DISKUS': 71, 'QVAR': 46, 'OMEPRAZOLE': 53, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 17, 'PROAIR HFA': 22, 'METHYLPREDNISOLONE': 36, 'FLUTICASONE PROPIONATE': 107, 'TEMAZEPAM': 12, 'LEVOFLOXACIN': 28, 'CEFUROXIME': 17, 'NASONEX': 49, 'SPIRIVA': 312, 'PREDNISONE': 79, 'SINGULAIR': 15, 'ADVAIR DISKUS': 244, 'SYMBICORT': 126, 'PANTOPRAZOLE SODIUM': 20, 'AZITHROMYCIN': 50, 'PULMICORT FLEXHALER': 16, 'AZELASTINE HCL': 93, 'MONTELUKAST SODIUM': 87}","{'settlement_type': 'non-urban', 'generic_rx_count': 599, 'specialty': 'Pulmonary Disease', 'years_practicing': 8, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 999}",1639165319
"{'LEVOFLOXACIN': 19, 'SANTYL': 30, 'NAMENDA': 20, 'FAMOTIDINE': 14, 'PREZISTA': 12, 'AMOX TR-POTASSIUM CLAVULANATE': 11, 'BUDESONIDE': 12, 'IPRATROPIUM-ALBUTEROL': 18, 'NORVIR': 14, 'DOXYCYCLINE HYCLATE': 29, 'ISENTRESS': 11, 'KALETRA': 11, 'TRUVADA': 11, 'VANCOMYCIN HCL': 20}","{'settlement_type': 'non-urban', 'generic_rx_count': 112, 'specialty': 'Infectious Disease', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 120}",1649236027
"{'TRIFLUOPERAZINE HCL': 18, 'CLONAZEPAM': 92, 'DIAZEPAM': 12, 'ESCITALOPRAM OXALATE': 25, 'FLUPHENAZINE HCL': 29, 'OLANZAPINE ODT': 17, 'HALOPERIDOL DECANOATE': 22, 'SERTRALINE HCL': 100, 'DIVALPROEX SODIUM': 12, 'CLOZAPINE': 138, 'QUETIAPINE FUMARATE': 41, 'OLANZAPINE': 186, 'BUPROPION HCL SR': 36, 'LUNESTA': 12, 'LITHIUM CARBONATE': 56, 'EFFEXOR XR': 22, 'ABILIFY': 128, 'PROPRANOLOL HCL': 38, 'THIORIDAZINE HCL': 14, 'BUSPIRONE HCL': 29, 'HYDROXYZINE PAMOATE': 40, 'FLUOXETINE HCL': 31, 'PAROXETINE HCL': 13, 'MIRTAZAPINE': 21, 'THIOTHIXENE': 12, 'CYMBALTA': 42, 'RISPERDAL CONSTA': 40, 'PRISTIQ ER': 19, 'BENZTROPINE MESYLATE': 135, 'CITALOPRAM HBR': 81, 'TRAZODONE HCL': 73, 'DIVALPROEX SODIUM ER': 88, 'LORAZEPAM': 42, 'FLUPHENAZINE DECANOATE': 39, 'MODAFINIL': 23, 'RISPERIDONE': 95, 'GABAPENTIN': 19, 'BUPROPION XL': 15, 'HALOPERIDOL': 86, 'VENLAFAXINE HCL ER': 44, 'FLUVOXAMINE MALEATE': 25, 'AMANTADINE': 12, 'LAMOTRIGINE': 34, 'TOPIRAMATE': 82}","{'settlement_type': 'non-urban', 'generic_rx_count': 1875, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 263}",1356420244
"{'BENAZEPRIL HCL': 16, 'INSULIN SYRINGE': 11, 'DIOVAN HCT': 23, 'GABAPENTIN': 54, 'KLOR-CON M20': 21, 'NAPROXEN': 16, 'ATORVASTATIN CALCIUM': 31, 'HYDROCHLOROTHIAZIDE': 40, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 55, 'TRIZIVIR': 18, 'PROAIR HFA': 28, 'GLIPIZIDE': 21, 'OMEPRAZOLE': 78, 'METOPROLOL TARTRATE': 36, 'AMITRIPTYLINE HCL': 11, 'AMLODIPINE BESYLATE': 125, 'BUPROPION HCL SR': 11, 'SIMVASTATIN': 129, 'LOSARTAN POTASSIUM': 61, 'IRBESARTAN': 22, 'FLUTICASONE PROPIONATE': 53, 'LANTUS': 21, 'ZETIA': 27, 'NIFEDIPINE ER': 30, 'PANTOPRAZOLE SODIUM': 36, 'TRIAMTERENE-HCTZ': 24, 'FUROSEMIDE': 65, 'ALENDRONATE SODIUM': 14, 'CLONIDINE HCL': 29, 'SPIRONOLACTONE': 11, 'LISINOPRIL': 58, 'LEVOTHYROXINE SODIUM': 95, 'REYATAZ': 15, 'POTASSIUM CHLORIDE': 32, 'DIOVAN': 27, 'TOLTERODINE TARTRATE': 11, 'RANITIDINE HCL': 43, 'CHOLESTYRAMINE': 12, 'VERAPAMIL ER': 16, 'ATRIPLA': 22, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 11, 'TRAZODONE HCL': 17, 'AMLODIPINE BESYLATE-BENAZEPRIL': 29, 'CARVEDILOL': 21, 'METOPROLOL SUCCINATE': 21, 'HUMALOG': 12, 'ISOSORBIDE MONONITRATE ER': 20, 'WELCHOL': 13, 'ALLOPURINOL': 29, 'GLIMEPIRIDE': 43, 'SERTRALINE HCL': 20, 'ATENOLOL': 19, 'PRAVASTATIN SODIUM': 52, 'TRUVADA': 22, 'METFORMIN HCL': 104, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 58, 'DILTIAZEM HCL': 21, 'MONTELUKAST SODIUM': 13, 'TRAMADOL HCL': 17}","{'settlement_type': 'non-urban', 'generic_rx_count': 1730, 'specialty': 'Family', 'years_practicing': 6, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 260}",1669526109
{'MORPHINE SULFATE ER': 11},"{'settlement_type': 'non-urban', 'generic_rx_count': 11, 'specialty': 'General Practice', 'years_practicing': 6, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 0}",1992840565
"{'LEVOFLOXACIN': 20, 'REYATAZ': 15, 'NORVIR': 18, 'INVANZ': 12, 'SUSTIVA': 11, 'ABACAVIR': 12, 'VIREAD': 11, 'FLUCONAZOLE': 28, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 15, 'EPZICOM': 11, 'DOXYCYCLINE HYCLATE': 52, 'TRIZIVIR': 13, 'KALETRA': 12, 'VANCOMYCIN HCL': 30}","{'settlement_type': 'non-urban', 'generic_rx_count': 157, 'specialty': 'Infectious Disease', 'years_practicing': 2, 'gender': 'F', 'region': 'West', 'brand_name_rx_count': 103}",1780962431
"{'FLUOXETINE HCL': 16, 'VENTOLIN HFA': 13, 'GABAPENTIN': 12, 'WARFARIN SODIUM': 12, 'RANITIDINE HCL': 16, 'ATORVASTATIN CALCIUM': 24, 'HYDROCODONE-ACETAMINOPHEN': 33, 'HYDROCHLOROTHIAZIDE': 37, 'CITALOPRAM HBR': 11, 'METFORMIN HCL': 16, 'METOPROLOL TARTRATE': 13, 'ZOLPIDEM TARTRATE': 13, 'PROAIR HFA': 24, 'IBUPROFEN': 11, 'LISINOPRIL-HYDROCHLOROTHIAZIDE': 15, 'OMEPRAZOLE': 54, 'LORAZEPAM': 13, 'AMITRIPTYLINE HCL': 16, 'AMLODIPINE BESYLATE': 26, 'CYCLOBENZAPRINE HCL': 12, 'PREDNISONE': 14, 'SERTRALINE HCL': 20, 'SIMVASTATIN': 50, 'LEVOTHYROXINE SODIUM': 24, 'SYNTHROID': 14, 'FUROSEMIDE': 17, 'AZITHROMYCIN': 32, 'TRAMADOL HCL': 41, 'LISINOPRIL': 55, 'BENICAR': 13}","{'settlement_type': 'urban', 'generic_rx_count': 603, 'specialty': 'Family', 'years_practicing': 2, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 64}",1558651125
"{'CALCIUM ACETATE': 34, 'NEXIUM': 15, 'HYDRALAZINE HCL': 30, 'SENSIPAR': 13, 'LOSARTAN POTASSIUM': 21, 'ATORVASTATIN CALCIUM': 13, 'NIFEDICAL XL': 21, 'NIFEDIPINE ER': 45, 'HYDROCHLOROTHIAZIDE': 11, 'LIDOCAINE-PRILOCAINE': 11, 'FUROSEMIDE': 29, 'CLONIDINE HCL': 16, 'METOPROLOL TARTRATE': 44, 'ZOLPIDEM TARTRATE': 11, 'RENVELA': 16, 'LISINOPRIL': 31, 'PRAVASTATIN SODIUM': 15}","{'settlement_type': 'non-urban', 'generic_rx_count': 311, 'specialty': 'Nephrology', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 65}",1578759338
"{'RISPERIDONE': 760, 'TRIFLUOPERAZINE HCL': 12, 'CLONAZEPAM': 383, 'TRIHEXYPHENIDYL HCL': 73, 'BUDEPRION SR': 13, 'FLUPHENAZINE DECANOATE': 80, 'FLUPHENAZINE HCL': 115, 'PRAZOSIN HCL': 16, 'HALOPERIDOL DECANOATE': 295, 'BENZTROPINE MESYLATE': 485, 'METFORMIN HCL': 28, 'CARBAMAZEPINE': 25, 'SERTRALINE HCL': 224, 'DIVALPROEX SODIUM': 174, 'CLOZAPINE': 560, 'AMITRIPTYLINE HCL': 28, 'QUETIAPINE FUMARATE': 178, 'OLANZAPINE': 527, 'BUPROPION HCL SR': 67, 'LEVOTHYROXINE SODIUM': 13, 'LITHIUM CARBONATE': 339, 'ABILIFY': 126, 'PROPRANOLOL HCL': 18, 'BUSPIRONE HCL': 17, 'FLUOXETINE HCL': 517, 'NALTREXONE HCL': 18, 'SEROQUEL XR': 85, 'LOXAPINE': 26, 'PAROXETINE HCL': 139, 'MIRTAZAPINE': 49, 'CHLORPROMAZINE HCL': 12, 'HALOPERIDOL DECANOATE 100': 62, 'THIOTHIXENE': 24, 'CYMBALTA': 154, 'ZIPRASIDONE HCL': 165, 'CITALOPRAM HBR': 115, 'TRAZODONE HCL': 221, 'DIVALPROEX SODIUM ER': 273, 'LORAZEPAM': 152, 'ESCITALOPRAM OXALATE': 57, 'OXCARBAZEPINE': 76, 'BUPROPION HCL': 22, 'GABAPENTIN': 27, 'BUPROPION XL': 45, 'HALOPERIDOL': 334, 'VENLAFAXINE HCL ER': 183, 'FLUVOXAMINE MALEATE': 12, 'ALPRAZOLAM': 57, 'LAMOTRIGINE': 106, 'INVEGA SUSTENNA': 59}","{'settlement_type': 'urban', 'generic_rx_count': 7109, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'Midwest', 'brand_name_rx_count': 437}",1306880281
"{'NIFEDIPINE ER': 12, 'METOLAZONE': 16, 'HYDRALAZINE HCL': 110, 'DIOVAN': 36, 'WARFARIN SODIUM': 76, 'ISOSORBIDE DINITRATE': 12, 'ATORVASTATIN CALCIUM': 107, 'ZETIA': 12, 'KLOR-CON M20': 86, 'CRESTOR': 49, 'BUMETANIDE': 34, 'METOPROLOL SUCCINATE': 119, 'ISOSORBIDE MONONITRATE ER': 142, 'METOPROLOL TARTRATE': 34, 'ALLOPURINOL': 14, 'AMIODARONE HCL': 30, 'CLOPIDOGREL': 51, 'AMLODIPINE BESYLATE': 27, 'XARELTO': 11, 'SIMVASTATIN': 29, 'LOSARTAN POTASSIUM': 73, 'DIGOX': 77, 'CARVEDILOL': 293, 'PRAVASTATIN SODIUM': 31, 'PANTOPRAZOLE SODIUM': 20, 'POTASSIUM CHLORIDE': 75, 'FUROSEMIDE': 296, 'DIGOXIN': 30, 'TORSEMIDE': 27, 'SPIRONOLACTONE': 143, 'LISINOPRIL': 135, 'QUINAPRIL HCL': 14}","{'settlement_type': 'urban', 'generic_rx_count': 1950, 'specialty': 'Adult Health', 'years_practicing': 7, 'gender': 'F', 'region': 'Northeast', 'brand_name_rx_count': 271}",1649333808
"{'HYDROCODONE-ACETAMINOPHEN': 22, 'IBUPROFEN': 11}","{'settlement_type': 'non-urban', 'generic_rx_count': 33, 'specialty': 'Family', 'years_practicing': 4, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1871821884
"{'AMPHETAMINE SALT COMBO': 44, 'CLONAZEPAM': 65, 'GABAPENTIN': 35, 'DIAZEPAM': 25, 'LATUDA': 58, 'DEXTROAMPHETAMINE-AMPHETAMINE': 15, 'MIRTAZAPINE': 50, 'METHYLPHENIDATE HCL': 30, 'ESCITALOPRAM OXALATE': 12, 'ZIPRASIDONE HCL': 14, 'TRAZODONE HCL': 13, 'TRAMADOL HCL': 22, 'DOXEPIN HCL': 12, 'SERTRALINE HCL': 11, 'BUSPIRONE HCL': 14, 'LORAZEPAM': 33, 'AMITRIPTYLINE HCL': 20, 'QUETIAPINE FUMARATE': 44, 'OLANZAPINE': 12, 'BUPROPION HCL SR': 138, 'CARBAMAZEPINE': 16, 'SAPHRIS': 43, 'LOXAPINE': 14, 'LITHIUM CARBONATE': 51, 'LAMOTRIGINE': 152, 'ABILIFY': 17, 'ALPRAZOLAM': 28, 'TOPIRAMATE': 17}","{'settlement_type': 'urban', 'generic_rx_count': 843, 'specialty': 'Psychiatry', 'years_practicing': 7, 'gender': 'M', 'region': 'West', 'brand_name_rx_count': 162}",1417915687
"{'CARVEDILOL': 19, 'PRAVASTATIN SODIUM': 13, 'AMLODIPINE BESYLATE': 13, 'METOPROLOL TARTRATE': 11, 'ATORVASTATIN CALCIUM': 28, 'LISINOPRIL': 19, 'METOPROLOL SUCCINATE': 13}","{'settlement_type': 'non-urban', 'generic_rx_count': 116, 'specialty': 'Cardiovascular Disease', 'years_practicing': 7, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1821172727
"{'CEPHALEXIN': 82, 'BISOPROLOL FUMARATE': 63, 'SIMVASTATIN': 70, 'ISOSORBIDE MONONITRATE ER': 32, 'WARFARIN SODIUM': 86, 'PRADAXA': 22, 'HYDROCHLOROTHIAZIDE': 52, 'DIGOX': 30, 'METOPROLOL TARTRATE': 92, 'NADOLOL': 22, 'METOPROLOL SUCCINATE': 81, 'VERAPAMIL HCL': 23, 'AMIODARONE HCL': 41, 'CLOPIDOGREL': 35, 'AMLODIPINE BESYLATE': 27, 'CARVEDILOL': 49, 'LOSARTAN POTASSIUM': 12, 'DILTIAZEM HCL': 12, 'TIKOSYN': 54, 'ATENOLOL': 60, 'MUPIROCIN': 21, 'FLECAINIDE ACETATE': 74, 'DILTIAZEM 24HR ER': 44, 'PANTOPRAZOLE SODIUM': 13, 'FUROSEMIDE': 78, 'DIGOXIN': 15, 'SPIRONOLACTONE': 18, 'LISINOPRIL': 114, 'PRAVASTATIN SODIUM': 43}","{'settlement_type': 'non-urban', 'generic_rx_count': 1259, 'specialty': 'Clinical Cardiac Electrophysiology', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 106}",1619196755
"{'BUSPIRONE HCL': 65, 'CARBIDOPA-LEVODOPA': 12, 'FLUOXETINE HCL': 94, 'CLONAZEPAM': 160, 'TRIHEXYPHENIDYL HCL': 12, 'SEROQUEL XR': 36, 'PAROXETINE HCL': 84, 'NAMENDA': 13, 'MIRTAZAPINE': 93, 'CHLORPROMAZINE HCL': 13, 'ESCITALOPRAM OXALATE': 22, 'CYMBALTA': 43, 'DIVALPROEX SODIUM': 11, 'ZIPRASIDONE HCL': 11, 'BENZTROPINE MESYLATE': 41, 'CITALOPRAM HBR': 115, 'TRAZODONE HCL': 142, 'ZOLPIDEM TARTRATE': 78, 'DIVALPROEX SODIUM ER': 20, 'TEMAZEPAM': 27, 'GABAPENTIN': 18, 'OMEPRAZOLE': 13, 'INVEGA': 12, 'EXELON': 15, 'LORAZEPAM': 99, 'QUETIAPINE FUMARATE': 136, 'OLANZAPINE': 32, 'BUPROPION HCL SR': 25, 'DONEPEZIL HCL': 32, 'SERTRALINE HCL': 57, 'BUPROPION XL': 35, 'VENLAFAXINE HCL ER': 25, 'RISPERIDONE': 20, 'LITHIUM CARBONATE': 16, 'LAMOTRIGINE': 54, 'ABILIFY': 53, 'ALPRAZOLAM': 62, 'GALANTAMINE HBR': 15}","{'settlement_type': 'urban', 'generic_rx_count': 1639, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 172}",1124237524
"{'DIAZEPAM': 25, 'QUETIAPINE FUMARATE': 14}","{'settlement_type': 'non-urban', 'generic_rx_count': 39, 'specialty': 'Psychiatry', 'years_practicing': 6, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 0}",1417008681
"{'CEPHALEXIN': 49, 'ECONAZOLE NITRATE': 16, 'TRIAMCINOLONE ACETONIDE': 24, 'HYDROCORTISONE': 16, 'DESONIDE': 27, 'KETOCONAZOLE': 16, 'CLOBETASOL PROPIONATE': 33, 'PREDNISONE': 12, 'CLINDAMYCIN PHOSPHATE': 12, 'MUPIROCIN': 56, 'DOXYCYCLINE HYCLATE': 34, 'HYDROXYZINE HCL': 38, 'BETAMETHASONE DIPROPIONATE': 25, 'FLUOCINONIDE': 58, 'METRONIDAZOLE': 11}","{'settlement_type': 'urban', 'generic_rx_count': 427, 'specialty': 'Family', 'years_practicing': 3, 'gender': 'F', 'region': 'Midwest', 'brand_name_rx_count': 0}",1265749345
"{'MIDODRINE HCL': 16, 'BENAZEPRIL HCL': 12, 'GABAPENTIN': 22, 'METOLAZONE': 15, 'LACTATED RINGERS': 18, 'SENSIPAR': 45, 'WARFARIN SODIUM': 22, 'HYDROCHLOROTHIAZIDE': 45, 'DOXAZOSIN MESYLATE': 32, 'TERAZOSIN HCL': 14, 'OXYCODONE-ACETAMINOPHEN': 11, 'IMIPRAMINE HCL': 11, 'OMEPRAZOLE': 61, 'METOCLOPRAMIDE HCL': 14, 'CALCITRIOL': 286, 'AMILORIDE HCL': 24, 'FAMOTIDINE': 21, 'ATORVASTATIN CALCIUM': 24, 'PREDNISONE': 34, 'IRBESARTAN': 17, 'LABETALOL HCL': 20, 'LEVOTHYROXINE SODIUM': 74, 'POTASSIUM CHLORIDE': 24, 'FUROSEMIDE': 116, 'ALENDRONATE SODIUM': 17, 'SPIRONOLACTONE': 43, 'LISINOPRIL': 137, 'SIMVASTATIN': 38, 'CALCIUM ACETATE': 17, 'CLOPIDOGREL': 17, 'SYNTHROID': 16, 'LOSARTAN POTASSIUM': 113, 'COLCRYS': 17, 'DIOVAN': 86, 'TAMSULOSIN HCL': 52, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 14, 'METOPROLOL TARTRATE': 58, 'CARVEDILOL': 23, 'METOPROLOL SUCCINATE': 41, 'JANUVIA': 13, 'ISOSORBIDE MONONITRATE ER': 13, 'ALLOPURINOL': 52, 'LORAZEPAM': 14, 'AMLODIPINE BESYLATE': 85, 'RENVELA': 24, 'LOPERAMIDE': 12, 'VYTORIN': 14, 'OPIUM TINCTURE': 14, 'FLUDROCORTISONE ACETATE': 12, 'CIPROFLOXACIN HCL': 15, 'ATENOLOL': 34, 'PRAVASTATIN SODIUM': 11, 'ZEMPLAR': 12}","{'settlement_type': 'non-urban', 'generic_rx_count': 1747, 'specialty': 'Nephrology', 'years_practicing': 7, 'gender': 'M', 'region': 'Northeast', 'brand_name_rx_count': 245}",1831269299
"{'CALCIUM ACETATE': 11, 'AMLODIPINE BESYLATE': 21, 'HYDRALAZINE HCL': 17, 'ATORVASTATIN CALCIUM': 15, 'LOSARTAN POTASSIUM': 12, 'CALCITRIOL': 33, 'DOXAZOSIN MESYLATE': 18, 'POTASSIUM CHLORIDE': 22, 'FUROSEMIDE': 61, 'ALPRAZOLAM': 15, 'TORSEMIDE': 26, 'SPIRONOLACTONE': 24, 'RENVELA': 12, 'LISINOPRIL': 48, 'LEVOTHYROXINE SODIUM': 11}","{'settlement_type': 'urban', 'generic_rx_count': 334, 'specialty': 'Nephrology', 'years_practicing': 8, 'gender': 'M', 'region': 'South', 'brand_name_rx_count': 12}",1396720645
"{'OXYCONTIN': 11, 'CICLOPIROX': 58, 'PENTOXIFYLLINE': 12, 'LANSOPRAZOLE': 40, 'ATROVENT HFA': 11, 'TESTIM': 16, 'CELEBREX': 24, 'MUPIROCIN': 45, 'TRETINOIN': 31, 'ATORVASTATIN CALCIUM': 96, 'NAPROXEN': 40, 'PIOGLITAZONE HCL': 13, 'CLOBETASOL PROPIONATE': 34, 'VIREAD': 31, 'ROPINIROLE HCL': 14, 'BARACLUDE': 13, 'TRIZIVIR': 39, 'CITALOPRAM HBR': 13, 'LEXIVA': 96, 'ALPRAZOLAM': 164, 'TRAZODONE HCL': 106, 'COREG CR': 13, 'AMLODIPINE BESYLATE-BENAZEPRIL': 11, 'COMBIVENT': 14, 'NIASPAN': 21, 'LOSARTAN POTASSIUM': 55, 'IBANDRONATE SODIUM': 13, 'ZETIA': 14, 'NIFEDIPINE ER': 18, 'SYMBICORT': 81, 'PANTOPRAZOLE SODIUM': 47, 'POTASSIUM CHLORIDE': 73, 'ENALAPRIL MALEATE': 91, 'LUNESTA': 11, 'ALENDRONATE SODIUM': 11, 'CLONIDINE HCL': 14, 'AMITIZA': 17, 'LEVOTHYROXINE SODIUM': 40, 'REYATAZ': 245, 'LEVETIRACETAM': 18, 'CYPROHEPTADINE HCL': 13, 'NEXIUM': 72, 'PREZISTA': 458, 'SELZENTRY': 63, 'AMMONIUM LACTATE': 94, 'PAROXETINE HCL': 30, 'OXYCODONE HCL-ACETAMINOPHEN': 28, 'ZOLPIDEM TARTRATE': 166, 'MIRTAZAPINE': 25, 'RANITIDINE HCL': 25, 'LAMIVUDINE': 35, 'CYMBALTA': 60, 'LIDODERM': 22, 'SULFAMETHOXAZOLE-TRIMETHOPRIM': 36, 'ATRIPLA': 126, 'URSODIOL': 12, 'ACYCLOVIR': 254, 'METOPROLOL TARTRATE': 27, 'CLOTRIMAZOLE-BETAMETHASONE': 18, 'TEMAZEPAM': 117, 'KETOCONAZOLE': 260, 'VALACYCLOVIR': 190, 'IBUPROFEN': 134, 'LORAZEPAM': 50, 'CLINDAMYCIN PHOSPHATE': 68, 'AMLODIPINE BESYLATE': 94, 'LOPERAMIDE': 105, 'INTELENCE': 135, 'BUPROPION XL': 64, 'MELOXICAM': 12, 'SUSTIVA': 50, 'LISINOPRIL': 88, 'CLOPIDOGREL': 58, 'AZITHROMYCIN': 15, 'LEVOFLOXACIN': 24, 'CARVEDILOL': 17, 'KALETRA': 100, 'FAMOTIDINE': 68, 'CREON': 13, 'CLONAZEPAM': 110, 'INSULIN SYRINGE': 15, 'FUROSEMIDE': 48, 'DIAZEPAM': 18, 'ABACAVIR': 12, 'NAMENDA': 26, 'METFORMIN HCL ER': 11, 'ESCITALOPRAM OXALATE': 31, 'HYDROCODONE-ACETAMINOPHEN': 13, 'HYDROCHLOROTHIAZIDE': 49, 'TAMSULOSIN HCL': 48, 'LOSARTAN-HYDROCHLOROTHIAZIDE': 15, 'DRONABINOL': 52, 'GAMMAGARD LIQUID': 14, 'PROAIR HFA': 124, 'NASONEX': 140, 'ISENTRESS': 397, 'METFORMIN HCL': 61, 'METOPROLOL SUCCINATE': 41, 'VOLTAREN': 30, 'SERTRALINE HCL': 32, 'OMEPRAZOLE': 290, 'HYDROCORTISONE': 24, 'CHANTIX': 17, 'AMITRIPTYLINE HCL': 33, 'LYRICA': 107, 'OLANZAPINE': 12, 'BUPROPION HCL SR': 15, 'SIMVASTATIN': 24, 'PANCRELIPASE 5,000': 13, 'SEROQUEL XR': 16, 'LOVAZA': 179, 'SYNTHROID': 53, 'EPZICOM': 204, 'STRIBILD': 22, 'LITHIUM CARBONATE': 25, 'TRAMADOL HCL': 39, 'OXANDROLONE': 178, 'SOTALOL': 11, 'PROPRANOLOL HCL': 15, 'NOVOLIN 70-30': 20, 'TRIAMCINOLONE ACETONIDE': 56, 'ADVAIR DISKUS': 36, 'FENOFIBRATE': 11, 'PHOSPHA 250 NEUTRAL': 13, 'MEPRON': 21, 'VALSARTAN-HYDROCHLOROTHIAZIDE': 43, 'DIOVAN': 107, 'DEXILANT': 40, 'ANDROGEL': 50, 'DEPO-TESTOSTERONE': 21, 'DIPHENOXYLATE-ATROPINE': 32, 'IPRATROPIUM BROMIDE': 34, 'COMBIVENT RESPIMAT': 17, 'CRESTOR': 361, 'NYSTATIN': 21, 'EMTRIVA': 20, 'DICYCLOMINE HCL': 13, 'NORVIR': 688, 'OXYCODONE-ACETAMINOPHEN': 12, 'VENTOLIN HFA': 21, 'QUETIAPINE FUMARATE': 21, 'CYCLOBENZAPRINE HCL': 32, 'VIRAMUNE XR': 14, 'GABAPENTIN': 86, 'CIPROFLOXACIN HCL': 11, 'ATENOLOL': 53, 'PRAVASTATIN SODIUM': 11, 'TRUVADA': 620, 'TESTOSTERONE CYPIONATE': 259, 'EDURANT': 13, 'FLUTICASONE PROPIONATE': 58, 'MONTELUKAST SODIUM': 87}","{'settlement_type': 'non-urban', 'generic_rx_count': 5310, 'specialty': 'Infectious Disease', 'years_practicing': 7, 'gender': 'F', 'region': 'South', 'brand_name_rx_count': 5175}",1700998333
